,team,year,player,page,pos,height,weight,birth_date,years_experience
11,LAL,2018,Josh Hart,/players/h/hartjo01.html,SG,6-5,215,"March 6, 1995",R
12,LAL,2018,Nigel Hayes,/players/h/hayesni01.html,SF,6-8,254,"December 16, 1994",R
13,LAL,2018,Andre Ingram,/players/i/ingraan01.html,SG,6-3,190,"November 19, 1985",R
14,LAL,2018,Brandon Ingram,/players/i/ingrabr01.html,SF,6-8,190,"September 2, 1997",1
15,LAL,2018,Kyle Kuzma,/players/k/kuzmaky01.html,PF,6-9,221,"July 24, 1995",R
16,LAL,2018,Brook Lopez,/players/l/lopezbr01.html,C,7-0,282,"April 1, 1988",9
17,LAL,2018,Larry Nance Jr.,/players/n/nancela02.html,C,6-7,245,"January 1, 1993",2
18,LAL,2018,Gary Payton II,/players/p/paytoga02.html,PG,6-3,190,"December 1, 1992",1
19,LAL,2018,Julius Randle,/players/r/randlju01.html,C,6-8,250,"November 29, 1994",3
20,LAL,2018,Isaiah Thomas,/players/t/thomais02.html,PG,5-9,185,"February 7, 1989",6
21,LAL,2018,Travis Wear,/players/w/weartr01.html,SF,6-10,230,"September 21, 1990",1
22,LAL,2018,Derrick Williams,/players/w/willide02.html,PF,6-8,240,"May 25, 1991",6
23,LAL,2018,Ivica Zubac,/players/z/zubaciv01.html,C,7-0,240,"March 18, 1997",1
0,MEM,2018,Dillon Brooks,/players/b/brookdi01.html,SF,6-7,225,"January 22, 1996",R
1,MEM,2018,MarShon Brooks,/players/b/brookma01.html,SG,6-5,200,"January 26, 1989",3
2,MEM,2018,Mario Chalmers,/players/c/chalmma01.html,PG,6-2,190,"May 19, 1986",8
3,MEM,2018,Mike Conley,/players/c/conlemi01.html,PG,6-1,175,"October 11, 1987",10
4,MEM,2018,Deyonta Davis,/players/d/davisde01.html,C,6-11,237,"December 2, 1996",1
5,MEM,2018,James Ennis III,/players/e/ennisja01.html,SF,6-6,215,"July 1, 1990",3
6,MEM,2018,Tyreke Evans,/players/e/evansty01.html,PG,6-6,220,"September 19, 1989",8
7,MEM,2018,Marc Gasol,/players/g/gasolma01.html,C,6-11,255,"January 29, 1985",9
8,MEM,2018,JaMychal Green,/players/g/greenja01.html,PF,6-8,227,"June 21, 1990",3
9,MEM,2018,Andrew Harrison,/players/h/harrian01.html,PG,6-6,213,"October 28, 1994",1
10,MEM,2018,Myke Henry,/players/h/henrymy01.html,SF,6-6,210,"December 23, 1992",R
11,MEM,2018,Vince Hunter,/players/h/huntevi01.html,PF,6-8,208,"August 5, 1994",R
12,MEM,2018,Brice Johnson,/players/j/johnsbr02.html,PF,6-10,230,"June 27, 1994",1
13,MEM,2018,Omari Johnson,/players/j/johnsom01.html,PF,6-9,220,"November 26, 1989",R
14,MEM,2018,Jarell Martin,/players/m/martija01.html,PF,6-10,239,"May 24, 1994",2
15,MEM,2018,Ben McLemore,/players/m/mclembe01.html,SG,6-3,195,"February 11, 1993",4
16,MEM,2018,Chandler Parsons,/players/p/parsoch01.html,SF,6-9,230,"October 25, 1988",6
17,MEM,2018,Ivan Rabb,/players/r/rabbiv01.html,PF,6-10,220,"February 4, 1997",R
18,MEM,2018,Xavier Rathan-Mayes,/players/r/rathaxa01.html,SG,6-4,208,"April 29, 1994",R
19,MEM,2018,Wayne Selden,/players/s/seldewa01.html,SG,6-5,230,"September 30, 1994",1
20,MEM,2018,Kobi Simmons,/players/s/simmoko01.html,PG,6-5,166,"July 4, 1997",R
21,MEM,2018,Marquis Teague,/players/t/teaguma01.html,PG,6-2,189,"February 28, 1993",2
22,MEM,2018,Briante Weber,/players/w/weberbr01.html,PG,6-2,165,"December 29, 1992",2
23,MEM,2018,Brandan Wright,/players/w/wrighbr03.html,PF,6-10,210,"October 5, 1987",9
0,MIA,2018,Bam Adebayo,/players/a/adebaba01.html,C,6-9,255,"July 18, 1997",R
1,MIA,2018,Luke Babbitt,/players/b/babbilu01.html,SF,6-9,225,"June 20, 1989",7
2,MIA,2018,Goran Dragić,/players/d/dragigo01.html,PG,6-3,190,"May 6, 1986",9
3,MIA,2018,Wayne Ellington,/players/e/ellinwa01.html,SG,6-4,207,"November 29, 1987",8
4,MIA,2018,Udonis Haslem,/players/h/hasleud01.html,C,6-8,235,"June 9, 1980",14
5,MIA,2018,James Johnson,/players/j/johnsja01.html,PF,6-7,240,"February 20, 1987",8
6,MIA,2018,Tyler Johnson,/players/j/johnsty01.html,PG,6-3,186,"May 7, 1992",3
7,MIA,2018,Derrick Jones Jr.,/players/j/jonesde02.html,SF,6-5,210,"February 15, 1997",1
8,MIA,2018,Rodney McGruder,/players/m/mcgruro01.html,SG,6-4,205,"July 29, 1991",1
9,MIA,2018,Jordan Mickey,/players/m/mickejo01.html,PF,6-8,235,"July 9, 1994",2
10,MIA,2018,Kelly Olynyk,/players/o/olynyke01.html,PF,6-11,240,"April 19, 1991",4
11,MIA,2018,Josh Richardson,/players/r/richajo01.html,SF,6-5,200,"September 15, 1993",2
12,MIA,2018,Dwyane Wade,/players/w/wadedw01.html,SG,6-4,220,"January 17, 1982",14
13,MIA,2018,Dion Waiters,/players/w/waitedi01.html,SG,6-3,215,"December 10, 1991",5
14,MIA,2018,Derrick Walton,/players/w/waltode01.html,PG,6-0,189,"April 3, 1995",R
15,MIA,2018,Okaro White,/players/w/whiteok01.html,PF,6-8,205,"August 13, 1992",1
16,MIA,2018,Hassan Whiteside,/players/w/whiteha01.html,C,7-0,265,"June 13, 1989",5
17,MIA,2018,Matt Williams,/players/w/willima05.html,SG,6-5,210,"October 14, 1993",R
18,MIA,2018,Justise Winslow,/players/w/winslju01.html,PF,6-6,222,"March 26, 1996",2
0,MIL,2018,Giannis Antetokounmpo,/players/a/antetgi01.html,PF,7-0,242,"December 6, 1994",4
1,MIL,2018,Eric Bledsoe,/players/b/bledser01.html,PG,6-1,214,"December 9, 1989",7
2,MIL,2018,Joel Bolomboy,/players/b/bolomjo01.html,PF,6-9,235,"January 28, 1994",1
3,MIL,2018,Malcolm Brogdon,/players/b/brogdma01.html,PG,6-5,229,"December 11, 1992",1
4,MIL,2018,Sterling Brown,/players/b/brownst02.html,SG,6-5,219,"February 10, 1995",R
5,MIL,2018,Matthew Dellavedova,/players/d/dellama01.html,PG,6-3,200,"September 8, 1990",4
6,MIL,2018,John Henson,/players/h/hensojo01.html,C,6-9,219,"December 28, 1990",5
7,MIL,2018,Brandon Jennings,/players/j/jennibr01.html,PG,6-1,170,"September 23, 1989",8
8,MIL,2018,Sean Kilpatrick,/players/k/kilpase01.html,SG,6-4,210,"January 6, 1990",3
9,MIL,2018,DeAndre Liggins,/players/l/liggide01.html,SG,6-6,209,"March 31, 1988",4
10,MIL,2018,Thon Maker,/players/m/makerth01.html,C,7-0,221,"February 25, 1997",1
11,MIL,2018,Khris Middleton,/players/m/middlkh01.html,SF,6-7,222,"August 12, 1991",5
12,MIL,2018,Greg Monroe,/players/m/monrogr01.html,C,6-11,265,"June 4, 1990",7
13,MIL,2018,Shabazz Muhammad,/players/m/muhamsh01.html,SG,6-6,223,"November 13, 1992",4
14,MIL,2018,Xavier Munford,/players/m/munfoxa02.html,SG,6-2,180,"June 1, 1992",1
15,MIL,2018,Jabari Parker,/players/p/parkeja01.html,PF,6-8,245,"March 15, 1995",3
16,MIL,2018,Gary Payton II,/players/p/paytoga02.html,PG,6-3,190,"December 1, 1992",1
17,MIL,2018,Marshall Plumlee,/players/p/plumlma02.html,C,7-0,250,"July 14, 1992",1
18,MIL,2018,Tony Snell,/players/s/snellto01.html,SG,6-6,213,"November 10, 1991",4
19,MIL,2018,Mirza Teletović,/players/t/teletmi01.html,PF,6-9,242,"September 18, 1985",5
20,MIL,2018,Jason Terry,/players/t/terryja01.html,SG,6-2,185,"September 15, 1977",18
21,MIL,2018,Rashad Vaughn,/players/v/vaughra01.html,SG,6-6,202,"August 16, 1996",2
22,MIL,2018,D.J. Wilson,/players/w/wilsodj01.html,PF,6-10,231,"February 19, 1996",R
23,MIL,2018,Tyler Zeller,/players/z/zellety01.html,C,7-0,253,"January 17, 1990",5
0,MIN,2018,Cole Aldrich,/players/a/aldrico01.html,C,6-11,250,"October 31, 1988",7
1,MIN,2018,Nemanja Bjelica,/players/b/bjeline01.html,PF,6-10,234,"May 9, 1988",2
2,MIN,2018,Aaron Brooks,/players/b/brookaa01.html,PG,6-0,161,"January 14, 1985",9
3,MIN,2018,Anthony Brown,/players/b/brownan02.html,SF,6-7,210,"October 10, 1992",2
4,MIN,2018,Jimmy Butler,/players/b/butleji01.html,SG,6-7,230,"September 14, 1989",6
5,MIN,2018,Jamal Crawford,/players/c/crawfja01.html,SG,6-5,185,"March 20, 1980",17
6,MIN,2018,Gorgui Dieng,/players/d/dienggo01.html,C,6-10,252,"January 18, 1990",4
7,MIN,2018,Marcus Georges-Hunt,/players/g/georgma01.html,SG,6-5,216,"March 28, 1994",1
8,MIN,2018,Taj Gibson,/players/g/gibsota01.html,PF,6-9,232,"June 24, 1985",8
9,MIN,2018,Tyus Jones,/players/j/jonesty01.html,PG,6-0,196,"May 10, 1996",2
10,MIN,2018,Shabazz Muhammad,/players/m/muhamsh01.html,SF,6-6,223,"November 13, 1992",4
11,MIN,2018,Justin Patton,/players/p/pattoju01.html,C,6-11,241,"June 14, 1997",R
12,MIN,2018,Derrick Rose,/players/r/rosede01.html,PG,6-3,200,"October 4, 1988",8
13,MIN,2018,Jeff Teague,/players/t/teaguje01.html,PG,6-3,195,"June 10, 1988",8
14,MIN,2018,Karl-Anthony Towns,/players/t/townska01.html,C,6-11,248,"November 15, 1995",2
15,MIN,2018,Andrew Wiggins,/players/w/wiggian01.html,SF,6-7,197,"February 23, 1995",3
0,NOP,2018,Tony Allen,/players/a/allento01.html,SF,6-4,213,"January 11, 1982",13
1,NOP,2018,Ömer Aşık,/players/a/asikom01.html,C,7-0,255,"July 4, 1986",7
2,NOP,2018,Ian Clark,/players/c/clarkia01.html,SG,6-3,175,"March 7, 1991",4
3,NOP,2018,Charles Cooke,/players/c/cookech01.html,SG,6-5,196,"July 1, 1994",R
4,NOP,2018,DeMarcus Cousins,/players/c/couside01.html,C,6-10,270,"August 13, 1990",7
5,NOP,2018,Jordan Crawford,/players/c/crawfjo02.html,SG,6-4,195,"October 23, 1988",5
6,NOP,2018,Dante Cunningham,/players/c/cunnida01.html,SF,6-8,230,"April 22, 1987",8
7,NOP,2018,Anthony Davis,/players/d/davisan02.html,PF,6-10,253,"March 11, 1993",5
8,NOP,2018,Cheick Diallo,/players/d/diallch01.html,PF,6-8,219,"September 13, 1996",1
9,NOP,2018,Larry Drew II,/players/d/drewla02.html,PG,6-2,180,"March 5, 1990",1
10,NOP,2018,Solomon Hill,/players/h/hillso01.html,SF,6-6,226,"March 18, 1991",4
11,NOP,2018,Jrue Holiday,/players/h/holidjr01.html,SG,6-3,205,"June 12, 1990",8
12,NOP,2018,Mike James,/players/j/jamesmi02.html,PG,6-1,189,"August 18, 1990",R
13,NOP,2018,Jalen Jones,/players/j/jonesja04.html,SF,6-7,220,"May 27, 1993",R
14,NOP,2018,Walt Lemon Jr.,/players/l/lemonwa01.html,PG,6-3,180,"July 26, 1992",R
15,NOP,2018,DeAndre Liggins,/players/l/liggide01.html,SG,6-6,209,"March 31, 1988",4
16,NOP,2018,Darius Miller,/players/m/milleda01.html,SF,6-6,225,"March 21, 1990",3
17,NOP,2018,Nikola Mirotić,/players/m/mirotni01.html,PF,6-10,250,"February 11, 1991",3
18,NOP,2018,E'Twaun Moore,/players/m/mooreet01.html,SG,6-3,191,"February 25, 1989",6
19,NOP,2018,Jameer Nelson,/players/n/nelsoja01.html,PG,6-0,190,"February 9, 1982",13
20,NOP,2018,Emeka Okafor,/players/o/okafoem01.html,C,6-10,252,"September 28, 1982",9
21,NOP,2018,Rajon Rondo,/players/r/rondora01.html,PG,6-1,180,"February 22, 1986",11
22,NOP,2018,Josh Smith,/players/s/smithjo03.html,PF,6-9,225,"December 5, 1985",12
0,NYK,2018,Ron Baker,/players/b/bakerro01.html,SG,6-4,220,"March 30, 1993",1
1,NYK,2018,Michael Beasley,/players/b/beaslmi01.html,PF,6-9,235,"January 9, 1989",9
2,NYK,2018,Trey Burke,/players/b/burketr01.html,PG,6-0,185,"November 12, 1992",4
3,NYK,2018,Damyean Dotson,/players/d/dotsoda01.html,SG,6-5,210,"May 6, 1994",R
4,NYK,2018,Enes Freedom,/players/k/kanteen01.html,C,6-10,250,"May 20, 1992",6
5,NYK,2018,Tim Hardaway Jr.,/players/h/hardati02.html,SG,6-5,205,"March 16, 1992",4
6,NYK,2018,Willy Hernangómez,/players/h/hernawi01.html,C,6-11,250,"May 27, 1994",1
7,NYK,2018,Isaiah Hicks,/players/h/hicksis01.html,PF,6-9,230,"July 24, 1994",R
8,NYK,2018,Jarrett Jack,/players/j/jackja01.html,PG,6-3,200,"October 28, 1983",12
9,NYK,2018,Luke Kornet,/players/k/kornelu01.html,C,7-2,250,"July 15, 1995",R
10,NYK,2018,Mindaugas Kuzminskas,/players/k/kuzmimi01.html,SF,6-9,215,"October 19, 1989",1
11,NYK,2018,Courtney Lee,/players/l/leeco01.html,SG,6-5,215,"October 3, 1985",9
12,NYK,2018,Doug McDermott,/players/m/mcderdo01.html,SF,6-7,225,"January 3, 1992",3
13,NYK,2018,Emmanuel Mudiay,/players/m/mudiaem01.html,PG,6-3,200,"March 5, 1996",2
14,NYK,2018,Joakim Noah,/players/n/noahjo01.html,C,6-11,230,"February 25, 1985",10
15,NYK,2018,Frank Ntilikina,/players/n/ntilila01.html,PG,6-4,200,"July 28, 1998",R
16,NYK,2018,Kyle O'Quinn,/players/o/oquinky01.html,C,6-9,250,"March 26, 1990",5
17,NYK,2018,Kristaps Porziņģis,/players/p/porzikr01.html,PF,7-3,240,"August 2, 1995",2
18,NYK,2018,Ramon Sessions,/players/s/sessira01.html,PG,6-3,190,"April 11, 1986",10
19,NYK,2018,Lance Thomas,/players/t/thomala01.html,PF,6-8,240,"April 24, 1988",6
20,NYK,2018,Troy Williams,/players/w/willitr02.html,SF,6-7,218,"December 30, 1994",1
0,OKC,2018,Álex Abrines,/players/a/abrinal01.html,SG,6-6,200,"August 1, 1993",1
1,OKC,2018,Steven Adams,/players/a/adamsst01.html,C,6-11,265,"July 20, 1993",4
2,OKC,2018,Carmelo Anthony,/players/a/anthoca01.html,PF,6-7,238,"May 29, 1984",14
3,OKC,2018,Corey Brewer,/players/b/breweco01.html,SG,6-9,186,"March 5, 1986",10
4,OKC,2018,Nick Collison,/players/c/collini01.html,PF,6-10,255,"October 26, 1980",13
5,OKC,2018,PJ Dozier,/players/d/doziepj01.html,PG,6-6,205,"October 25, 1996",R
6,OKC,2018,Raymond Felton,/players/f/feltora01.html,PG,6-1,205,"June 26, 1984",12
7,OKC,2018,Terrance Ferguson,/players/f/fergute01.html,SG,6-6,190,"May 17, 1998",R
8,OKC,2018,Paul George,/players/g/georgpa01.html,SF,6-8,220,"May 2, 1990",7
9,OKC,2018,Jerami Grant,/players/g/grantje01.html,PF,6-8,210,"March 12, 1994",3
10,OKC,2018,Daniel Hamilton,/players/h/hamilda02.html,SG,6-7,195,"August 8, 1995",R
11,OKC,2018,Josh Huestis,/players/h/huestjo01.html,PF,6-7,230,"December 19, 1991",2
12,OKC,2018,Dakari Johnson,/players/j/johnsda04.html,C,7-0,255,"September 22, 1995",R
13,OKC,2018,Patrick Patterson,/players/p/pattepa01.html,PF,6-8,235,"March 14, 1989",7
14,OKC,2018,Andre Roberson,/players/r/roberan03.html,SG,6-7,210,"December 4, 1991",4
15,OKC,2018,Kyle Singler,/players/s/singlky01.html,SF,6-8,228,"May 4, 1988",5
16,OKC,2018,Russell Westbrook,/players/w/westbru01.html,PG,6-3,200,"November 12, 1988",9
0,ORL,2018,Arron Afflalo,/players/a/afflaar01.html,SG,6-5,210,"October 15, 1985",10
1,ORL,2018,Jamel Artis,/players/a/artisja01.html,SG,6-7,213,"January 12, 1993",R
2,ORL,2018,D.J. Augustin,/players/a/augusdj01.html,PG,5-11,183,"November 10, 1987",9
3,ORL,2018,Khem Birch,/players/b/birchkh01.html,C,6-9,233,"September 28, 1992",R
4,ORL,2018,Bismack Biyombo,/players/b/biyombi01.html,C,6-8,255,"August 28, 1992",6
5,ORL,2018,Evan Fournier,/players/f/fournev01.html,SF,6-7,205,"October 29, 1992",5
6,ORL,2018,Aaron Gordon,/players/g/gordoaa01.html,PF,6-8,235,"September 16, 1995",3
7,ORL,2018,Mario Hezonja,/players/h/hezonma01.html,SF,6-8,220,"February 25, 1995",2
8,ORL,2018,Jonathan Isaac,/players/i/isaacjo01.html,PF,6-11,230,"October 3, 1997",R
9,ORL,2018,Wes Iwundu,/players/i/iwundwe01.html,SF,6-6,195,"December 20, 1994",R
10,ORL,2018,Shelvin Mack,/players/m/macksh01.html,PG,6-3,203,"April 22, 1990",6
11,ORL,2018,Adreian Payne,/players/p/paynead01.html,PF,6-10,237,"February 19, 1991",3
12,ORL,2018,Elfrid Payton,/players/p/paytoel01.html,PG,6-3,195,"February 22, 1994",3
13,ORL,2018,Rodney Purvis,/players/p/purviro01.html,SG,6-4,205,"February 14, 1994",R
14,ORL,2018,Terrence Ross,/players/r/rosste01.html,SG,6-6,206,"February 5, 1991",5
15,ORL,2018,Jonathon Simmons,/players/s/simmojo02.html,SG,6-6,195,"September 14, 1989",2
16,ORL,2018,Marreese Speights,/players/s/speigma01.html,C,6-10,255,"August 4, 1987",9
17,ORL,2018,Rashad Vaughn,/players/v/vaughra01.html,SG,6-6,202,"August 16, 1996",2
18,ORL,2018,Nikola Vučević,/players/v/vucevni01.html,C,6-10,260,"October 24, 1990",6
0,PHI,2018,Justin Anderson,/players/a/anderju01.html,SF,6-6,230,"November 19, 1993",2
1,PHI,2018,Jerryd Bayless,/players/b/bayleje01.html,SG,6-3,200,"August 20, 1988",9
2,PHI,2018,Marco Belinelli,/players/b/belinma01.html,SG,6-5,220,"March 25, 1986",10
3,PHI,2018,Trevor Booker,/players/b/booketr01.html,PF,6-8,228,"November 25, 1987",7
4,PHI,2018,Robert Covington,/players/c/covinro01.html,SF,6-7,209,"December 14, 1990",4
5,PHI,2018,Larry Drew II,/players/d/drewla02.html,PG,6-2,180,"March 5, 1990",1
6,PHI,2018,Joel Embiid,/players/e/embiijo01.html,C,7-0,280,"March 16, 1994",1
7,PHI,2018,Markelle Fultz,/players/f/fultzma01.html,SG,6-3,209,"May 29, 1998",R
8,PHI,2018,Richaun Holmes,/players/h/holmeri01.html,C,6-10,235,"October 15, 1993",2
9,PHI,2018,Ersan İlyasova,/players/i/ilyaser01.html,PF,6-9,235,"May 15, 1987",9
10,PHI,2018,Demetrius Jackson,/players/j/jacksde01.html,PG,6-1,201,"September 7, 1994",1
11,PHI,2018,Amir Johnson,/players/j/johnsam01.html,C,6-9,240,"May 1, 1987",12
12,PHI,2018,Furkan Korkmaz,/players/k/korkmfu01.html,SG,6-7,202,"July 24, 1997",R
13,PHI,2018,Timothé Luwawu-Cabarrot,/players/l/luwawti01.html,SF,6-7,220,"May 9, 1995",1
14,PHI,2018,James Michael McAdoo,/players/m/mcadoja01.html,PF,6-9,230,"January 4, 1993",3
15,PHI,2018,T.J. McConnell,/players/m/mccontj01.html,PG,6-1,190,"March 25, 1992",2
16,PHI,2018,Jahlil Okafor,/players/o/okafoja01.html,C,6-10,270,"December 15, 1995",2
17,PHI,2018,Jacob Pullen,/players/p/pulleja01.html,PG,6-1,200,"November 10, 1989",R
18,PHI,2018,J.J. Redick,/players/r/redicjj01.html,SG,6-3,200,"June 24, 1984",11
19,PHI,2018,Dario Šarić,/players/s/saricda01.html,PF,6-10,225,"April 8, 1994",1
20,PHI,2018,Ben Simmons,/players/s/simmobe01.html,PG,6-10,240,"July 20, 1996",R
21,PHI,2018,Nik Stauskas,/players/s/stausni01.html,SG,6-6,205,"October 7, 1993",3
22,PHI,2018,James Young,/players/y/youngja01.html,SG,6-6,215,"August 16, 1995",3
0,PHO,2018,Dragan Bender,/players/b/bendedr01.html,PF,7-0,225,"November 17, 1997",1
1,PHO,2018,Eric Bledsoe,/players/b/bledser01.html,PG,6-1,214,"December 9, 1989",7
2,PHO,2018,Devin Booker,/players/b/bookede01.html,SG,6-5,206,"October 30, 1996",2
3,PHO,2018,Isaiah Canaan,/players/c/canaais01.html,PG,6-0,201,"May 21, 1991",4
4,PHO,2018,Tyson Chandler,/players/c/chandty01.html,C,7-0,235,"October 2, 1982",16
5,PHO,2018,Marquese Chriss,/players/c/chrisma01.html,PF,6-9,240,"July 2, 1997",1
6,PHO,2018,Troy Daniels,/players/d/danietr01.html,SG,6-4,200,"July 15, 1991",4
7,PHO,2018,Jared Dudley,/players/d/dudleja01.html,PF,6-6,237,"July 10, 1985",10
8,PHO,2018,Josh Gray,/players/g/grayjo01.html,PG,6-0,180,"September 9, 1993",R
9,PHO,2018,Shaquille Harrison,/players/h/harrish01.html,PG,6-4,190,"October 6, 1993",R
10,PHO,2018,Danuel House Jr.,/players/h/houseda01.html,SG,6-6,220,"June 7, 1993",1
11,PHO,2018,Josh Jackson,/players/j/jacksjo02.html,SF,6-8,207,"February 10, 1997",R
12,PHO,2018,Mike James,/players/j/jamesmi02.html,PG,6-1,189,"August 18, 1990",R
13,PHO,2018,Derrick Jones Jr.,/players/j/jonesde02.html,SF,6-5,210,"February 15, 1997",1
14,PHO,2018,Alex Len,/players/l/lenal01.html,C,7-0,250,"June 16, 1993",4
15,PHO,2018,Greg Monroe,/players/m/monrogr01.html,C,6-11,265,"June 4, 1990",7
16,PHO,2018,Elfrid Payton,/players/p/paytoel01.html,PG,6-3,195,"February 22, 1994",3
17,PHO,2018,Alec Peters,/players/p/peteral01.html,PF,6-9,232,"April 13, 1995",R
18,PHO,2018,Davon Reed,/players/r/reedda01.html,SG,6-5,208,"June 11, 1995",R
19,PHO,2018,Tyler Ulis,/players/u/ulisty01.html,PG,5-10,160,"January 5, 1996",1
20,PHO,2018,T.J. Warren,/players/w/warretj01.html,SF,6-8,220,"September 5, 1993",3
21,PHO,2018,Alan Williams,/players/w/willial03.html,PF,6-8,265,"January 28, 1993",2
0,POR,2018,Al-Farouq Aminu,/players/a/aminual01.html,PF,6-8,220,"September 21, 1990",7
1,POR,2018,Wade Baldwin,/players/b/baldwwa01.html,PG,6-4,200,"March 29, 1996",1
2,POR,2018,Zach Collins,/players/c/colliza01.html,C,6-11,250,"November 19, 1997",R
3,POR,2018,Pat Connaughton,/players/c/connapa01.html,SG,6-5,209,"January 6, 1993",2
4,POR,2018,Ed Davis,/players/d/davised01.html,C,6-9,218,"June 5, 1989",7
5,POR,2018,Maurice Harkless,/players/h/harklma01.html,SF,6-7,220,"May 11, 1993",5
6,POR,2018,Jake Layman,/players/l/laymaja01.html,SF,6-8,209,"March 7, 1994",1
7,POR,2018,Meyers Leonard,/players/l/leoname01.html,C,7-0,260,"February 27, 1992",5
8,POR,2018,Damian Lillard,/players/l/lillada01.html,PG,6-2,195,"July 15, 1990",5
9,POR,2018,CJ McCollum,/players/m/mccolcj01.html,SG,6-3,190,"September 19, 1991",4
10,POR,2018,Shabazz Napier,/players/n/napiesh01.html,PG,6-0,175,"July 14, 1991",3
11,POR,2018,Jusuf Nurkić,/players/n/nurkiju01.html,C,6-11,290,"August 23, 1994",3
12,POR,2018,Georgios Papagiannis,/players/p/papagge01.html,C,7-1,240,"July 3, 1997",1
13,POR,2018,Caleb Swanigan,/players/s/swanica01.html,PF,6-9,260,"April 18, 1997",R
14,POR,2018,Evan Turner,/players/t/turneev01.html,SF,6-6,220,"October 27, 1988",7
15,POR,2018,Noah Vonleh,/players/v/vonleno01.html,PF,6-10,257,"August 24, 1995",3
0,SAC,2018,Bogdan Bogdanović,/players/b/bogdabo01.html,SG,6-6,220,"August 18, 1992",R
1,SAC,2018,Bruno Caboclo,/players/c/cabocbr01.html,SF,6-9,218,"September 21, 1995",3
2,SAC,2018,Vince Carter,/players/c/cartevi01.html,SF,6-6,220,"January 26, 1977",19
3,SAC,2018,Willie Cauley-Stein,/players/c/caulewi01.html,C,7-0,240,"August 18, 1993",2
4,SAC,2018,Jack Cooley,/players/c/cooleja01.html,PF,6-9,260,"April 12, 1991",1
5,SAC,2018,De'Aaron Fox,/players/f/foxde01.html,PG,6-3,185,"December 20, 1997",R
6,SAC,2018,Nigel Hayes,/players/h/hayesni01.html,SF,6-8,254,"December 16, 1994",R
7,SAC,2018,Buddy Hield,/players/h/hieldbu01.html,SG,6-4,220,"December 17, 1992",1
8,SAC,2018,George Hill,/players/h/hillge01.html,PG,6-4,188,"May 4, 1986",9
9,SAC,2018,Justin Jackson,/players/j/jacksju01.html,SF,6-8,220,"March 28, 1995",R
10,SAC,2018,Kosta Koufos,/players/k/koufoko01.html,C,7-0,245,"February 24, 1989",9
11,SAC,2018,Skal Labissière,/players/l/labissk01.html,PF,6-10,235,"March 18, 1996",1
12,SAC,2018,Frank Mason III,/players/m/masonfr01.html,PG,5-11,190,"April 3, 1994",R
13,SAC,2018,Georgios Papagiannis,/players/p/papagge01.html,C,7-1,240,"July 3, 1997",1
14,SAC,2018,Zach Randolph,/players/r/randoza01.html,PF,6-9,250,"July 16, 1981",16
15,SAC,2018,Malachi Richardson,/players/r/richama01.html,SG,6-6,205,"January 5, 1996",1
16,SAC,2018,JaKarr Sampson,/players/s/sampsja02.html,SF,6-7,214,"March 20, 1993",2
17,SAC,2018,Garrett Temple,/players/t/templga01.html,SG,6-5,195,"May 8, 1986",7
0,SAS,2018,LaMarcus Aldridge,/players/a/aldrila01.html,C,6-11,250,"July 19, 1985",11
1,SAS,2018,Kyle Anderson,/players/a/anderky01.html,SF,6-9,230,"September 20, 1993",3
2,SAS,2018,Dāvis Bertāns,/players/b/bertada01.html,PF,6-10,225,"November 12, 1992",1
3,SAS,2018,Matt Costello,/players/c/costema01.html,C,6-9,245,"August 5, 1993",R
4,SAS,2018,Bryn Forbes,/players/f/forbebr01.html,SG,6-2,205,"July 23, 1993",1
5,SAS,2018,Pau Gasol,/players/g/gasolpa01.html,C,7-0,250,"July 6, 1980",16
6,SAS,2018,Rudy Gay,/players/g/gayru01.html,PF,6-8,250,"August 17, 1986",11
7,SAS,2018,Manu Ginóbili,/players/g/ginobma01.html,SG,6-6,205,"July 28, 1977",15
8,SAS,2018,Danny Green,/players/g/greenda02.html,SG,6-6,215,"June 22, 1987",8
9,SAS,2018,Darrun Hilliard,/players/h/hillida01.html,SG,6-6,205,"April 13, 1993",2
10,SAS,2018,Joffrey Lauvergne,/players/l/lauvejo01.html,C,6-11,220,"September 30, 1991",3
